days,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80
0.729,2.451,0.902,9.1812,0.8255,4.3772,0.7208,7.8121,5.3826,1.4255,3.3852,1.1517,0.9826,3.302,4.4886,2.3275,1.498,0.5315,3.3047,2.553,2.0859,0.7919,1.3852,0.6443,5.404,11.2094,1.055,2.7812,1.9758,1.9329,0.7919,0.614,5.9219,0.8964,6.397,2.9742,1.2981,0.5093,1.2011,1.0006,1.1617,3.883,3.2073,1.7089,3.3926,0.4363,3.5537,3.7227,0,1.1532,1.0082,1.8064,1.4914,0.6538,1.7335,0.4933,2.2892,1.6771,1.6047,1.6852,2.2086,,2.4341,2.7161,1.8946,1.2092,0.1702,0.9595,2.112,1.8865,0.8068,1.4275,1.1456,0.678,4.8423,0.4772,0,1.4917,0.6301,1.9581,0.5246
0.75,2.4349,2.4081,9.4872,1.2523,5.5933,0.6725,9.5356,5.6725,1.804,3.7718,1.651,1.4174,3.9463,4.5611,2.4,1.804,1.1275,4.3678,4.3087,3.5919,0.7678,1.3852,0.894,6.9987,11.6765,0.749,3.1356,2.5477,2.1906,1.0658,1.4516,5.5595,0.4695,6.5017,3.1595,1.4431,0.8637,1.1769,1.0167,1.2503,3.1098,3.6664,2.5222,3.8194,0.7263,2.3778,4.4637,0.082,0.235,1.0484,2.2091,1.0404,0.3397,1.9268,0.4772,1.0248,1.2744,1.1617,2.2973,1.5886,,2.7724,2.5067,2.0557,1.2333,0.0897,0.7501,1.9992,2.4825,1.0001,1.3309,1.4436,0.9276,3.2315,0.6784,0.1791,1.532,0.2113,1.4105,0.6615
0.771,2.9181,3.1651,9.9383,1.5745,5.6577,1.357,12.0242,6.0993,1.3208,3.5544,1.796,1.6832,3.4309,3.9651,2.1664,2.2953,1.506,5.302,5.4685,3.8013,1.7101,1.7315,2.1181,7.957,11.7248,0.9664,3.2483,2.5718,2.4081,3.0389,2.6758,5.6883,1.0091,7.0736,3.5783,2.1679,2.4825,1.185,0.4771,1.2744,2.9165,3.3201,2.5545,3.0462,0.0578,2.3697,3.5215,0.2592,0.4927,0.4363,2.6118,1.0404,0.2028,1.9992,0.0664,0.7188,0.7751,1.2664,2.257,2.6435,,2.4986,2.0959,1.7819,1.2574,0.3957,0.4279,2.7402,1.6852,1.4511,0.8637,2.0074,0.6135,3.014,1.057,1.1536,1.081,0.7912,1.8615,0.283
0.792,3.4094,3.7772,11.6859,1.2121,6.4067,0.3906,12.6121,6.0591,0.9503,3.0309,2.706,1.9168,3.2215,4.8268,3.3342,2.8027,0.9745,4.9074,7.0309,5.2027,2.0966,1.6591,1.8765,7.5946,12.3208,1.6832,4.1906,2.2013,2.4564,2.1611,2.5791,5.2615,1.6937,6.5017,4.6977,2.5384,3.3845,0.9997,0.8878,1.1617,3.0937,3.3121,3.5611,2.6758,0.9034,2.3134,2.7805,0.0095,1.137,0,3.9729,1.0404,0.5088,1.9752,0.3966,1.2905,1.5966,1.653,2.9979,2.5308,,1.21,1.7254,1.0328,1.4911,0.4279,0.7179,3.0543,1.5241,1.0162,1.508,1.967,0.6618,2.0637,1.065,0.9523,0.8797,1.4597,2.0709,0.3796
0.813,2.9101,4.5745,13.1034,1.1315,6.2054,0.294,14.2872,5.6081,1.6591,2.6201,1.7718,2.4,2.9235,5.0523,4.0671,3.0926,1.353,5.6242,7.7477,6.5638,2.3705,1.1436,1.957,8.2631,15.1074,1.1356,6.6872,2.5074,1.6671,1.702,1.0972,5.0118,1.6937,7.0574,6.2118,2.2484,3.9321,1.2091,1.5724,0.6946,2.836,4.198,3.2954,3.5617,0.6055,1.4597,2.3536,0.1303,0.7263,0.4605,4.9554,0.8874,0.8149,1.8946,0.614,1.21,0.9362,1.4838,2.3375,2.5147,,1.1939,1.8382,0.9039,1.4829,0.6454,0.2991,2.1603,1.7576,1.3384,0.7107,1.9509,0.7666,2.6435,1.1133,0.6543,0.5253,1.355,3.0937,0.6857
0.834,3.0148,6.0725,15.5678,1.0671,5.102,0.5517,15.7208,6.1477,1.7799,2.7007,1.4255,2.0779,2.2711,5.5517,4.3973,4.5101,1.1195,6.0107,6.9987,6.8617,2.4671,1.4497,1.5785,9.3503,13.7463,1.3128,6.7356,2.8215,1.7557,1.847,1.2583,4.1501,1.6534,5.785,5.9299,2.0229,3.7388,1.2494,1.5563,0.163,2.6669,4.963,3.3357,3.3926,0.1384,0.9282,2.5147,0.6618,1.129,1.0162,4.746,0.9115,0.4122,1.5403,1.0087,0.3241,0.4529,1.6288,3.1671,2.8046,,0.3644,2.1845,1.4999,1.1608,0.7018,0.2749,3.1751,1.6288,1.1773,1.057,1.7174,0.7424,4.0047,1.9509,0.1952,0.5172,1.2825,2.5058,1.2252
0.854,3.1919,7.9973,17.1383,1.2362,4.6752,0.906,18.3866,5.9624,1.6671,3.055,2.1262,2.8027,2.1745,6.2685,4.357,4.8322,1.7154,6.6631,6.5718,7.6268,3.498,1.5624,0.9262,8.4564,13.7383,1.0067,6.7678,2.2819,1.804,2.3705,2.0959,4.6333,0.985,5.1085,4.9313,2.2484,3.4972,1.5232,1.3711,0.6301,2.683,5.7845,3.4645,2.9818,0.4605,1.5241,2.2086,0.4927,2.0713,1.0967,5.3581,1.4028,0.2592,0.9121,0.3483,0.8073,1.0087,1.4919,3.9241,3.3604,,0.4368,3.3362,1.6771,0.8387,1.2252,0.581,3.3925,1.6368,2.1518,1.4597,1.7658,0.5491,3.6181,0.7429,0.0019,0.5092,0.8798,2.9004,1.0642
0.875,4.3678,8.4483,18.6443,1.3168,4.8926,1.4698,18.9423,5.3906,0.298,2.5235,2.553,4.1074,1.6913,7.0658,4.4537,6.5074,1.5866,6.8,5.5007,7.9007,3.7799,1.5946,1.3289,8.698,14.7047,1.7879,6.5745,2.5396,1.3611,2.9262,1.9348,5.3179,1.2024,5.4387,4.593,3.1666,3.4409,2.8279,1.4113,0.7107,2.9326,7.9268,3.3195,3.747,0.3558,1.3147,1.2744,0.7826,1.6041,0.7183,6.091,1.2175,0.9679,0.3885,0.2274,0.9523,0.6301,1.2583,4.1254,3.159,,1.3872,2.7402,1.1054,0.3957,1.3219,0.2185,2.708,1.2341,2.49,1.1215,1.7658,0.6941,3.151,1.1294,0.5174,0.5172,1.0892,3.2065,0.283
0.896,4.0698,10.2685,17.9517,0.4389,3.9906,1.3329,18.3866,4.6577,1.1356,2.4671,3.6242,3.3826,1.6107,6.8322,4.5423,7.7799,1.0872,6.0993,6.3785,9.3101,4.4966,1.4255,1.796,7.7718,13.7221,1.3772,9.6913,2.7409,1.2242,3.1034,3.7066,4.2789,1.4279,4.0454,5.0682,2.8122,4.8019,3.5769,2.2731,0.9603,3.4078,8.7321,2.6914,3.6744,0.2994,1.4033,1.0972,0.4525,1.5799,1.0887,5.2051,1.0324,0.7585,0.5657,0.5174,1.1537,1.4677,1.3792,4.0127,2.9738,,0.9282,1.9831,1.3309,0,2.0467,0.3796,2.0798,1.8865,2.8686,2.2007,2.4745,0.8229,2.6356,1.798,1.7013,1.5642,0.8637,2.8601,0.8628
0.917,5.2456,10.1557,18.3705,0.7772,3.4913,0.9785,18.902,6.2362,2.1745,2.4349,4.5503,4.2685,1.3691,6.9611,5.0577,8.5128,1.4416,6.3893,7.4174,11.9678,3.7799,1.9651,1.8201,7.0953,13.4644,1.6591,11.9463,2.3866,2.0537,3.3369,2.4503,3.997,1.3071,4.0615,4.4319,2.9894,4.206,4.2857,1.4838,1.508,2.4414,9.7147,2.2646,3.0382,0.8471,1.4999,1.1778,0.396,1.7894,1.1853,4.8024,1.2417,0.0578,0.9765,0.7671,1.3309,1.065,0.9282,3.61,3.151,,0.3805,2.1281,1.6288,0.436,1.7326,0.6132,2.5469,2.2086,3.2471,1.508,2.3536,0.9115,2.7483,1.3953,1.4033,1.5159,0.8073,2.7635,0.8226
0.938,7.9356,10.8,19.7718,0.7691,3.4349,1.357,19.9893,5.3826,1.949,2.3221,5.1624,4.7839,1.7235,8.2819,6.2819,8.7221,1.0148,6.2362,7.7718,12.7893,3.6027,1.9812,1.4738,7.2644,14.0121,2.247,12.6067,4.2067,2.6255,4.2389,3.4811,3.8199,1.2346,3.8038,4.2145,3.2068,3.7791,4.4548,0.6623,2.112,1.8695,10.4395,3.1424,2.7966,0.3719,1.2261,2.257,0.4927,2.1115,0.9518,5.4628,0.9679,0.1303,1.1133,1.3631,1.1698,0.9926,1.4597,4.7053,2.8772,,0.6543,1.8624,1.2825,0.597,1.9823,0.6373,2.6194,1.9187,2.5223,1.4919,2.4664,1.3786,3.3201,1.3953,1.5643,1.3709,1.3791,2.8924,0.0091
0.959,8.6282,10.1557,17.5168,0.6242,3.7893,1.4134,20.5611,5.3664,1.5302,2.757,6,4.8644,1.796,9.7718,6.757,7.0953,0.9423,6.8242,8.3678,12.1369,4.5611,1.957,1.6913,6.7409,14.6242,2.7383,13.6134,5.8255,2.2631,5.6564,5.414,3.9487,1.6695,2.8776,2.6762,3.8108,3.2959,3.8669,1.9107,1.9509,1.9903,10.0611,2.3371,2.6597,0.5975,0.8315,3.1832,0.6538,1.7974,0.4202,5.9541,0.9921,0.9599,1.6047,0.5979,0.8798,1.7254,1.7415,4.4959,3.006,,1.202,1.4677,1.1939,0.3313,1.7165,0.6051,2.4905,1.3711,2.3773,2.4262,3.5778,1.3464,2.4423,1.3388,1.967,1.4354,1.1456,1.6924,0.1219
0.979,9.8362,11.2752,16.6148,1.6953,4.1034,0.9866,21.5195,5.3181,1.5221,2.1369,7.2966,6.0805,0.9987,10.8349,7.6832,6.7812,1.7557,6.6067,8.0779,11.6859,4.8993,1.949,1.9007,3.7047,13.3195,3.0846,13.9758,6.3329,2.3275,6.4698,5.5751,3.6185,1.3957,3.3366,2.1769,3.5451,2.265,3.5206,2.9254,1.7415,1.5635,8.265,1.5558,1.9107,1.4753,1.057,3.1832,0.6458,2.3612,0.0981,5.4628,1.4753,0.8391,1.6932,0.7027,1.2503,1.5886,1.6771,5.1885,2.6435,,0.4933,2.5469,1.2422,0.1621,2.0226,1.032,2.7241,1.5805,2.9491,1.806,2.5308,0.7101,2.4503,0.8798,1.218,1.6287,0.8234,1.491,0.4279
1,10.5369,11.7181,15.4148,1.7034,4.2564,1.5906,19.5705,5.8013,1.2805,2.1852,7.4738,6.1691,1.3933,11.0523,10.3973,8.1342,2.6094,7.3638,7.1356,11.5329,6.1235,2.1181,2.0859,3.1812,13.0376,2.9315,14.0805,5.753,2.5369,7.7262,6.4127,3.1595,3.6346,3.0548,2.04,2.8605,2.2167,3.0695,2.6113,1.8784,1.6521,8.2409,1.5075,1.057,1.4833,0.5657,3.5133,0.9115,2.6028,0.0418,5.3098,1.29,0.4847,0.8154,1.6369,1.6691,1.2261,2.3295,4.8423,2.4423,,0.759,3.4811,1.2825,0.589,2.3528,1.1367,3.6744,1.2503,2.6753,2.7563,2.2892,0.4283,1.6127,1.0087,1.0086,2.0072,1.1214,1.8776,0.3232
1.021,12.6631,11.8953,14.5128,1.8322,5.6255,2.2188,16.5181,5.5517,1.5544,2.6604,8.1987,6.5718,2.8752,12.0671,9.2054,8.9879,3.1409,8.6926,6.7732,8.8268,6.4376,2.3436,2.4644,4.1074,12.1275,3.7691,14.5718,6.2604,1.9007,8.7007,4.6086,3.1111,3.4413,2.5232,2.4105,2.9974,2.2731,2.5138,2.5469,1.8301,1.4427,8.1765,2.0068,1.2342,1.1209,0.7912,4.3268,0.7021,3.7464,0.235,5.9138,0.9679,0.9196,0.3322,0.896,1.4999,1.798,2.6678,5.7443,3.4892,,0.5738,3.9805,0.9282,0.8467,1.2977,0.8548,3.6905,0.2597,2.7155,3.3845,2.3617,0.4122,1.6852,0.7671,1.6771,2.281,1.0006,2.1273,0.5568
1.042,13.5893,12.5074,15.8174,1.953,5.6416,3.306,15.3906,4.545,1.7154,2.2013,9.7691,6.0161,2.8349,11.7289,8.7141,9.6242,3.7611,9.3208,6.3302,9.3262,6.3651,3.5034,2.5128,4.1879,11.2738,5.0416,14.5235,6.9611,2.0295,9.498,4.2543,2.5071,2.7165,3.2319,3.1031,2.329,2.861,2.1917,2.6033,1.967,1.2816,6.453,1.4994,1.6208,1.4028,0.7027,2.9094,0.6458,3.9155,0.5813,3.4736,1.3303,1.9505,1.0328,0.4933,0.6543,2.0235,2.5469,4.8101,3.7872,,0.163,3.151,0.759,0.7179,1.4266,0.5648,2.7563,0.5335,2.1437,2.8046,2.5469,0.4444,1.516,1.5241,2.7724,2.1602,0.5899,1.7971,0.6857
1.063,13.847,12.3302,14.851,3.2013,5.8268,4.345,13.6027,4.1584,1.796,2.3946,9.2859,6.0081,3.3987,13.5893,9.3745,9.2779,4.4617,9.5946,5.0899,9.898,6.0349,4.494,3.8497,4.1396,8.7289,4.349,13.4362,7.2591,2.3758,8.4913,5.1885,2.3541,2.2736,3.4736,3.0628,2.1035,2.861,1.636,3.2556,1.8704,1.2575,5.3335,1.5075,2.4423,1.4673,0.0503,1.7658,0.6458,4.0444,0.1384,3.8521,1.2658,2.8122,0.9926,0.7429,0.6946,1.7254,2.8368,4.1013,2.5791,,0.606,3.2556,1.2986,0.5004,1.9984,0.9756,3.2315,0.9603,1.8216,2.4584,2.5067,0.9518,1.6047,2.0637,3.1831,1.9669,0.5254,1.5877,0.887
1.084,13.8953,11.2913,13.7718,4.353,5.9879,5.9638,13.9732,5.1812,1.651,2.7248,10.4779,6.9584,3.6805,12.0832,9.5758,9.2215,5.5732,9.4416,4.7839,10.1396,5.447,4.5503,4.0752,3.5597,7.851,5.0577,12.8644,7.8631,2.2953,7.1946,3.7066,2.8534,3.0226,3.6427,3.2883,2.4417,3.159,1.3944,3.61,1.7899,1.0078,4.5925,1.6364,2.6678,1.4431,0.469,0.6623,0.7424,3.7464,0.3397,3.2722,1.1773,2.482,1.355,0.6221,1.1215,1.6369,3.9564,4.2302,2.6113,,1.2422,3.8999,1.5966,0.6373,1.4588,1.2252,3.1268,0.759,2.5625,3.6744,2.3939,0.3317,1.347,2.0154,3.6019,1.685,0,1.9098,1.0481
1.105,14.6604,11.1946,14.0456,5.1826,5.3758,6.753,12.2819,5.4309,1.9812,3.1517,10.1638,8.4483,3.3826,10.5852,9.7772,10.357,5.8711,9.8121,4.7758,11.7745,6.8322,5.847,3.2859,3.0443,8.2376,5.7423,12.3007,9.3369,2.1584,6.8483,3.159,2.491,4.5689,3.6024,2.3944,1.8538,3.2476,1.6038,4.5442,1.2019,0.895,3.7711,1.5236,1.7496,1.4753,0.8154,1.1376,0.7263,3.4323,0.1464,3.3125,0.8309,1.9907,0.9362,0.8315,0.8878,2.5308,3.6583,3.296,3.1188,,1.5321,8.1765,1.6208,0.3232,0.9514,1.0964,2.1442,1.0006,1.6283,4.5362,2.5389,0.8632,1.2422,2.0718,3.755,2.7723,0.912,2.2803,1.04
1.125,14.3866,13.796,14.5208,8.2591,5.255,10.4738,10.8081,5.6805,2.7544,3.7154,10.4779,9.2134,2.0779,7.9758,11.9919,11.1946,7.2161,8.9503,4.0027,12.8215,7.106,5.4604,3.7852,2.9477,7.5691,6.3785,11.8819,9.6671,3.2215,7.7664,4.5764,2.0319,3.9729,3.2642,2.193,1.3464,3.1187,0.734,5.0435,1.4033,0.8789,2.9979,1.2578,1.1133,1.9665,2.0154,1.6288,1.3464,2.78,0.7263,3.8923,0.4363,1.8216,1.7335,0,0.6543,3.159,3.8355,3.2798,2.7402,,1.3147,7.1617,1.5321,0.3313,0.9192,1.0481,1.6852,1.5402,1.4108,3.9321,1.9429,1.3625,0.7349,1.4194,2.563,3.2797,0.6221,1.8454,0.8628
1.146,15.7557,12.1772,14.545,9.298,4.9007,10.4497,10.8161,6.5826,3.3181,4.2148,10.5262,9.8899,2.0698,7.8389,11.4604,10.7678,7.6913,7.3799,3.7047,12.3866,8.1611,6.7248,4.4376,2.1101,7.2631,6.6523,11.6805,9.6913,4.2846,7.2671,3.8999,1.9675,3.6427,3.546,2.1608,1.1531,2.6274,0.9836,4.4073,1.4274,0.5004,2.5228,0.7746,0.6946,1.9263,2.1523,1.5725,1.0967,2.5062,0.8551,3.2803,0.2914,1.3706,1.2825,0.606,1.0892,4.4476,4.1658,3.5215,1.8704,,1.4114,7.0329,2.104,0.2105,0.6615,1.2897,1.9751,1.4838,2.2565,4.7858,1.8302,1.5156,0.8798,0.5738,2.9496,3.8434,1.2422,1.8615,0.6534
1.167,16.247,11.5087,12.0242,8.1866,4.6268,10.6591,9.6,6.6389,4.7114,5.3262,10.3651,9.9141,3.2698,8.3221,11.3074,8.6174,8.1181,7.0497,2.6416,13.9651,9.7638,7.4174,4.655,2.094,6.1758,6.2738,11.9302,9.7396,5.9114,7.0416,3.3523,1.4038,3.8682,1.9675,2.4668,0.6538,1.6288,0.9434,4.4556,0.9845,0.9514,2.257,0.984,0.8878,2.2484,1.6691,0.8234,0.8391,2.7317,0.7746,3.4413,0.4605,1.3625,0.6221,1.6932,1.2503,5.6395,5.3013,3.6986,0.8878,,0.5174,6.5737,2.1362,0.3635,0.8387,1.3541,1.7818,1.8704,2.0551,5.0919,1.798,2.0954,0.6946,1.1294,3.8516,3.6823,1.1939,1.8373,0.9192
1.188,17.5758,13.8926,9.4631,8.9195,3.7409,10.5866,8.6577,5.455,6.9342,6.1074,11.4604,10.0671,3.0685,8.9342,11.3396,6.9423,7.9329,6.3812,2.4805,12.3383,8.9423,7.7477,5.0013,1.6107,6.3208,5.6537,11.2134,9.3128,6.8295,6.3893,3.3845,0.5984,2.8132,1.3957,2.5877,0.8632,1.2664,0.6051,4.8422,0.8315,0.6373,2.3536,1.5236,0.9362,1.1934,1.1939,1.2583,0.9518,2.4659,0.3558,1.9997,0.7988,2.4981,0.5255,0.9845,0.7429,6.7107,3.8999,3.151,0.6301,,0.0906,5.3577,1.7254,0.3313,0.6132,1.5957,1.0489,1.3791,1.8538,5.2207,1.355,1.8699,0.6462,1.5805,4.9952,4.2058,0.469,1.781,0.9273
1.209,17.4228,14.2631,7.5141,7.7517,2.549,11.0537,8.7705,4.8027,8.5852,7.4443,10.4537,9.2054,2.843,10.6174,11.0336,5.3557,8.4966,5.3423,2.3758,12.9503,8.3544,6.7732,5.0497,1.7718,5.7409,4.8081,9.8926,9.651,8.4966,5.4389,5.9617,1.6776,3.2722,2.483,2.4507,0.5169,1.1939,0.7098,4.5845,1.1536,0.9836,1.6047,1.3223,1.355,1.4833,1.0167,1.2905,1.5236,2.0873,0.3477,1.0816,0.0256,1.6766,0.5013,0.1067,0,6.7026,4.7134,2.5067,1.0892,,0.6705,3.8758,1.6691,0.1461,1.0883,1.2736,0.9845,0.6543,1.4511,6.1953,1.5643,1.7572,0.7751,2.3617,6.8717,4.4877,0.3563,0.6615,1.5071
1.23,17.8013,14.553,6.6685,6.2456,2.9839,10.0067,8.1987,4.2711,8.9557,9.1034,7.796,8.8107,2.6738,11.4631,10.4779,5.1141,8.3678,3.9248,2.2148,12.1933,8.443,5.404,5.3396,2.3597,5.902,4.2362,8.3302,10.1181,9.9785,5.2698,5.1241,1.6293,2.483,2.4266,2.4024,0.5813,0.9362,0.2427,3.8838,1.3791,0.6615,1.5482,0.5088,0.5496,1.5075,0.9604,1.2664,1.5156,1.9746,0.8954,1.3232,0.1706,1.9505,0.3724,0.759,0.1952,7.7255,5.0839,1.6691,0.469,,0.8878,2.7402,1.7174,0.3232,0.8065,1.04,1.3791,0.8154,1.0404,7.0812,1.6208,1.5397,1.0087,2.6194,8.3778,3.9803,0.5254,0.9756,1.6118
1.25,20.1208,14.8349,6.4027,5.545,2.1221,9.6846,7.804,3.2966,10.9047,9.9007,7.7557,7.9087,2.5852,11.6242,10.5262,5.1785,8.255,3.0792,2.2872,11.0336,7.9195,4.7356,6.1852,1.6993,5.0725,5.3879,6.7597,9.4497,10.2926,4.9879,3.0623,0.8642,1.8467,2.3219,3.1836,0.7343,0.6382,0.4601,3.8194,1.1939,0.4118,2.0637,0.3397,0.3805,1.4914,0.6705,1.347,1.145,1.8297,1.7813,0.8803,0.4122,1.9907,0.5255,1.6852,1.7254,7.951,4.7778,1.6449,0.9523,,0.7349,2.7805,1.8463,0.9514,0.6534,0.8306,1.7174,0.018,0.5894,8.7321,1.8704,2.1921,1.202,3.2073,6.0583,3.03,0.7268,1.6118,1.2977
1.271,17.7933,14.247,3.294,5.4644,1.945,8.8067,7.8846,2.9987,10.5181,10.3356,7.2966,8.2792,1.7557,11.3503,9.898,3.447,7.4255,2.6121,1.8926,10.1718,7.5409,4.3812,7.0389,1.8685,4.8148,5.1383,6.0591,8.8134,11.7664,4.0215,3.0623,0.5017,1.1944,2.8293,1.7017,0.8551,0.1469,0.2346,4.7456,1.9751,0.7903,1.3631,0.3155,0.9604,0.678,0.5577,0.6543,1.3867,1.4189,1.2256,0.7675,0.2672,1.6444,1.1537,1.3872,0.8073,8.402,2.8772,2.0154,1.2422,,0.0341,1.9026,1.5886,1.2816,0.8145,0.589,0.3321,0.1308,0.7102,8.853,2.0396,2.6833,0.5577,2.8046,5.567,2.9172,0.5093,0.6937,0.9595
1.292,16.6899,13.8201,2.3597,5.6336,1.4054,7.349,6.0242,2.9423,10.6792,12.1557,6.4107,8.9799,2.2309,11.5034,8.996,2.3597,6.9101,3.1597,1.4899,7.9651,7.847,4.1557,6.9906,2.1503,5.1289,4.7034,5.2537,10.3678,12.6523,4.247,3.6422,0.5179,1.0655,3.1514,1.7098,0.2028,0.0664,0.2024,4.0127,1.8704,0.8387,2.0315,0.7666,0.7751,0.9196,1.1376,0.5094,1.6444,1.145,1.0807,1.291,0.6618,1.5961,1.202,1.7415,0.6866,7.1053,1.798,1.2905,0.9604,,0.1469,1.5321,1.3711,0.5246,0.4763,0.2588,0.0905,0.6623,0.4927,8.5388,1.7415,1.5961,0.5738,2.7483,5.5912,2.4582,1.0972,0.5165,1.0803
1.313,15.5463,11.5168,2.2228,5.3275,1.5342,6.3987,5.0174,3.2322,11.6054,13.1705,4.6148,8.8188,2.3195,13.1785,7.643,2.2228,6.8537,2.5799,0.8456,6.0725,8.5235,4.655,7.4255,1.8121,4.2268,2.9477,4.6336,11.1168,12.9262,3.5141,2.1281,0,1.436,2.8051,1.7742,0.4283,0.8959,0.4843,3.6019,2.8852,0.7742,1.4275,0.7585,0.9926,1.0726,0.7429,0.2758,2.772,0.9518,1.3706,1.4118,1.2417,2.023,1.0248,2.0476,0.2194,6.5899,2.3536,0.8154,1.2583,,0.7912,1.9348,1.4758,1.2333,0.7018,0.291,0.9845,0.5254,0.7988,7.951,1.8946,2.2081,1.2744,2.0557,4.7294,3.1347,0.6946,0.7662,2.2803
1.334,13.9678,9.6725,2.3597,4.5463,1.2926,4.9893,5.1624,2.6443,12.5799,14.5396,2.9557,7.1597,2.4322,11.4872,7.2081,2.4644,5.7745,1.6617,0.7893,5.2107,6.9047,4.5342,7.353,1.1919,3.5262,2.3597,3.9812,11.149,12.5799,2.6846,1.3227,0.2923,0.84,2.1366,1.7823,0.5572,0.2435,0.5971,2.9013,3.7147,0.9192,1.347,0.5733,0.8556,0.5813,1.5643,0,3.2954,0.8551,1.5478,1.3474,1.894,2.0954,2.0637,2.2409,0.5174,6.3403,2.5147,1.3631,0.7912,,1.0248,1.7496,1.8624,0.1782,0.1783,0.9675,1.3872,0.7187,0.9276,6.4932,1.8543,1.4108,1.2181,1.9913,4.4798,2.5629,0.469,1.1689,2.4172
1.355,13.7503,9.3181,2.1101,4.4094,1.051,3.6765,4.8161,2.0725,12.6443,15.4174,3.2537,6.1369,3.0926,9.5141,7.0953,2.0456,5.404,1.8872,1.0711,3.8497,5.9946,3.9624,7.1275,1.8282,3.7034,2.545,2.8456,10.9638,11.6698,3.0309,1.1294,1.0736,1.6856,1.9595,2.1125,0.1223,0.4449,0.2991,2.7402,4.9227,0.5648,1.2261,0.4927,1.202,0.4766,1.4436,0.3161,2.5222,0.7021,1.0645,1.0494,1.7491,2.2968,2.2409,2.2731,1.1859,5.551,2.3697,0.7912,0.6382,,1.0328,1.8382,2.4825,0.138,0.3554,0.8628,0.7509,0.3563,0.4927,5.1563,1.0167,1.435,1.6369,1.8946,4.8744,2.434,1.0811,0.4199,2.8843
1.375,12.349,8.8993,1.353,5.0134,0.302,3.4591,3.7772,2.2174,13.643,15.8604,3.4148,5.7101,3.5839,9.1436,6.2658,1.4899,5.8953,2.443,0.8537,3.6644,6.0671,3.5517,6.3705,1.9409,3.8403,2.094,2.6765,10.9477,11.0336,3.3208,0.6462,0.7111,2.8373,1.8226,1.7823,0.8551,0.2355,0.3957,2.9899,3.1187,0.6695,1.4597,0.7746,1.516,0.7585,1.8463,0.8315,2.635,1.4108,1.6444,0.534,1.8297,2.4739,2.2168,3.2476,1.4838,4.3992,1.806,0.6543,0.4368,,1.6288,1.5403,2.112,0.0736,0.5729,0.8467,0,0.3321,0.388,4.0127,1.3388,1.3625,1.5966,1.5725,3.9966,2.2085,1.1294,0.138,4.4467
1.396,12.6631,8.3678,1.2966,4.7074,0.7047,3.4027,2.8349,2.2094,12.0242,16.8993,3.5758,4.9611,3.5436,8.5315,5.5651,1.3611,4.357,1.4121,0.7168,4.0591,6.349,3.4631,5.4926,1.8443,3.8,1.949,2.4027,10.6416,11.6537,3.0631,0.4529,0.695,3.1836,2.483,1.4923,0.5572,0.3966,0,2.7402,2.4905,0.6776,0.751,0.525,1.2664,0.6699,2.5952,0.9604,3.1262,0.7988,1.6927,0.6789,2.0068,1.7894,2.5469,3.4087,1.4838,4.2624,1.065,1.3631,0.1872,,2.2329,0.5174,1.5241,0.4924,0.5648,0.8709,0.01,0.2999,0,3.8597,1.5643,1.1129,1.3953,1.9429,2.861,1.3226,1.4355,1.0642,5.0105
1.417,11.5356,7.4094,1.4094,5.1584,0.8336,2.5812,1.8201,1.9195,12.1691,17.9383,2.7705,5.2671,4.3007,6.4215,5.3477,1.2081,3.6322,1.702,0.7329,3.4872,5.3987,2.7946,4.3893,2.3597,3.5423,1.8685,1.7423,8.5718,9.8174,3.5141,0.9684,1.283,2.2816,3.0548,1.9272,0.4605,0.4207,0.3957,1.6932,3.1107,1.2414,1.3953,0.6296,0.7671,0.6618,3.0301,1.508,4.0766,0.6699,2.0068,1.1299,2.2081,1.6605,1.7415,3.0623,0.5496,3.8838,0.8476,0.614,1.1537,,2.3939,0.8637,0.4611,1.3219,0.6293,1.1769,1.1133,0.469,0.4605,3.8355,1.1537,0.6296,1.8946,1.5725,3.4811,1.4515,1.1294,0.9192,4.8091
